Title,Alineamiento estatégico,Manejo de valor,Manejo de riesgo,Manejo de gobernanza,Otros,Monitoreo y control de portafolio
Using a coach to improve team performance when the team uses a kanban process methodology,5.26,13.26,10.75,17.9,7.8,12.84
Assessment of entrepreneurship competencies through the use of fligby,6.73,14.64,11.21,17.47,9.24,13.18
Development of Bulk Material Management System and Research on Material Balance Applications Based on Business Intelligence,7.75,17.4,12.85,20.96,11.29,14.53
Customer&#x2019;s Activity Recognition in Smart Retail Environment Using AltBeacon,5.56,12.43,9.58,14.85,8.01,12.16
Designing an online marketing investment evaluation system case study of cosmetics manufacturing company,7.31,15.19,12.15,21.83,10.47,15.2
Automated performance measurement for 3D building modeling decisions,8.19,18.78,13.79,20.09,13.55,19.93
Big data—a new technology trend and factors affecting the implementation of big data in australian industries,9.65,21.55,14.49,21.83,13.35,19.26
Pentasphere predictive analytics for urban environment arrangement and management,5.85,16.3,11.68,14.85,9.86,11.82
Big Data Platform for Enterprise project management digitization using Machine learning,5.12,13.54,10.05,17.9,8.62,11.15
Industrial Practices of Evaluation of Projects in Global Environments: An Empirical study,5.85,16.57,11.92,13.97,8.62,14.86
Smart office; application of a unified analytics center in tunneling construction,6.29,15.19,9.35,14.41,8.83,11.82
Data Visualization of Complex Information Through Mind Mapping in Spain and the European Union,6.43,15.47,11.92,15.72,10.27,13.18
Visual data and predictive analytics for proactive project controls on construction sites,7.16,17.4,12.62,17.47,10.88,17.23
A framework for Business Process Data Management based on Big Data Approach,5.56,13.81,9.58,15.72,8.21,10.47
"Managing change in the delivery of complex projects: Configuration management, asset information and 'big data'",5.7,15.47,10.98,14.41,8.62,12.84
Proceedings - International Conference on Software Engineering,3.65,12.98,7.94,11.79,6.37,9.46
Analysis of dimensions influencing the success of BI projects through data mining; [Análise das dimensões influenciadoras do sucesso em projetos de BI através de data mining],5.56,15.75,9.35,15.72,8.21,12.5
Relationship between learning indicators in the development and result of the building engineering degree final project,5.99,15.75,11.92,13.97,8.83,13.51
Role models: Mining role transitions data in IT project management,6.58,14.09,13.32,20.09,9.86,15.88
Analytics for software project management - Where are we and where do we go?,5.12,16.02,11.68,15.72,8.21,14.19
Control of informational impacts on project management,4.24,11.6,9.35,13.97,7.39,10.81
Bridging Higher Education and Market Dynamics in a Business Intelligence Framework,8.04,17.13,13.55,21.4,11.09,16.22
Mining big data is 'sexy' arena,6.58,16.3,10.51,16.16,9.03,15.54
Work in progress - Design and development of a project management intelligence (PMInt) tool,5.26,13.81,11.21,17.9,8.01,15.88
Business Intelligence and Analytics in Small and Medium-sized Enterprises: A Systematic Literature Review,6.29,18.23,10.75,16.16,10.06,11.49
"Challenges of inter-organizational information and middleware system projects: Agility, complexity, success, and failure",6.58,17.13,11.21,17.03,9.65,12.84
"Proceedings - 2015 International Workshop on Data Mining with Industrial Applications, DMIA 2015: Part of the ETyC 2015",4.97,14.09,9.81,15.72,8.01,11.49
Understanding the service desk: Applied forecasting and analytics approach,4.97,14.92,11.45,14.41,8.01,12.84
Developing a big data/analytics project: A case study in the auto industry,7.31,18.23,11.21,15.72,9.45,14.19
Does pair programming work in a data science context? An initial case study,4.39,15.47,8.18,14.41,5.95,8.45
Sentiment analysis for the construction industry: A case study of weibo in China,7.6,16.57,11.92,16.59,9.65,16.22
Improving distribution circuit performance without circuit rebuilds,4.82,14.64,10.51,13.97,9.65,12.5
Quantitative planning and risk management of agile software development,5.85,14.64,12.38,19.65,9.86,13.18
Assessing business value of Big Data Analytics in European firms,8.33,16.57,11.92,18.34,9.45,14.53
Material flow cost accounting needs to collaborate with data science to establish sustainable management,6.58,14.64,11.68,16.16,9.03,13.51
"The key Lies in the process, not in the innovation",7.6,18.78,14.02,21.4,11.09,15.2
Collabcrew-An intelligent tool for dynamic task allocation within a software development team,8.33,16.85,15.42,20.52,13.14,17.57
Business Intelligence Success applied to Healthcare Information Systems,5.12,16.3,11.45,15.28,9.24,12.16
Solar energy management as an Internet of Things (IoT) application,5.7,12.71,11.68,14.85,9.03,14.53
Improving construction management of port infrastructures using an advanced computer-based system,5.12,13.54,8.64,14.41,8.21,13.85
An analysis of international coauthorship networks in the supply chain analytics research area,5.12,16.3,9.58,17.9,9.24,13.51
"Big Data, Analytic Culture and Analytic-Based Decision Making Evidence from Australia",5.26,14.64,10.51,12.66,8.62,13.18
Utilization of tools during strategic logistic decision-making at SME's in The Netherlands,9.21,18.78,15.89,18.78,12.11,14.19
The ambiguity of data science team roles and the need for a data science workforce framework,4.53,16.02,8.18,12.23,7.19,10.47
Critical factors for business intelligence success,7.6,18.23,10.98,20.09,10.47,13.18
Construction management scheduling and control: The familiar historical overview,5.7,14.92,10.05,17.9,8.62,12.84
Scientific cooperation engineering,7.31,18.23,12.15,15.28,10.68,15.2
An extension of the technology acceptance model for business intelligence systems: Project management maturity perspective,5.12,13.81,9.81,13.97,8.01,12.5
Increasing the business potential of companies by ensuring continuity of the development of their information systems by current information technologies,6.58,15.75,12.15,17.9,9.65,11.49
Evaluation of Analytic Projects in the Context of Higher Education,7.02,13.26,11.92,16.59,10.06,15.54
Cross-cohort research experience for project management and leadership development,9.5,17.4,15.65,16.59,12.32,16.22
"Managerial Decision Modeling: Business Analytics with Spreadsheets, Fourth Edition",8.04,16.57,11.21,19.65,9.24,15.2
Inter-organizational middleware systems: A framework for managing change,5.56,17.68,11.45,18.78,9.24,10.47
Big data analytics using agile model,4.39,13.54,9.81,13.54,7.8,13.18
Data literacy for learning analytics,6.73,14.64,10.28,13.1,9.24,11.82
Components of big data analytics for strategic management of enterprise architecture,4.68,13.81,8.18,18.34,8.21,11.49
Exploring how different project management methodologies impact data science students,3.65,11.88,8.18,12.23,6.98,8.45
The Role of the Chief Data Officer: Managing Expectations,3.51,11.05,8.41,13.54,6.37,8.11
Using data-and network science to reveal iterations and phase-transitions in the design process,5.41,13.81,9.58,20.09,8.21,11.82
Business analytics of enterprises in terms of strategy; [Strategicznie o analityce biznesowej przedsiębiorstw],8.63,18.51,12.38,19.65,10.27,15.2
"Proceedings - 2015 30th IEEE/ACM International Conference on Automated Software Engineering Workshops, ASEW 2015",5.26,16.02,10.28,13.54,8.42,13.85
First and Second Strings: Using Entity Analytics to Contrast Core and Supporting Teams,7.02,14.64,10.98,19.21,8.83,17.23
Building effective SMA systems taking advantage of information technology,6.87,12.98,11.45,16.59,9.03,12.84
Industrial Business Process Management Using Adonis Towards a Modular Business Process Modelling Method for Zero-Defect-Manufacturing,5.26,14.09,9.58,15.72,7.6,12.84
Big data dreams: A framework for corporate strategy,12.72,14.09,10.28,16.59,9.65,11.15
Perhaps a shift in direction in engineering management education: A discussion and work in progress of adding data modeling topics to the foundation of an EM curriculum,5.41,13.81,9.11,12.66,7.8,12.5
From VFX project management to predictive forecasting,7.75,16.85,13.32,18.78,11.29,15.54
Application of business intelligence techniques to analyze IT project management data,5.7,14.09,10.75,15.28,8.62,11.82
Integration of business intelligence with corporate strategic management,7.16,17.68,13.08,19.65,10.47,12.84
Managing the Uncertainty of Bias-Variance Tradeoff in Software Predictive Analytics,7.02,18.51,14.02,16.16,10.27,17.57
Towards strategic management accounting: The nespoli group case,5.85,13.26,9.81,16.16,8.62,10.14
"5th International Conference on Context-Aware Systems and Applications, ICCASA 2016",6.58,14.64,12.15,14.41,9.24,14.86
Implementation and assessment of a predictive analytics model for development project management,5.41,14.36,10.05,13.97,10.27,15.2
Supervised item response models for informative prediction,6.73,16.85,12.62,16.16,10.68,14.19
Integrated process and data model for applying scenario-technique in requirements engineering,6.58,15.75,10.98,18.78,9.45,12.5
From financial merchandise planning to supply chain design and execution,9.65,17.13,14.95,22.27,13.14,16.89
A framework for describing big data projects,6.14,17.68,9.81,13.54,7.8,11.49
Process-driven data analytics supported by a data warehouse model,6.58,13.81,10.05,18.78,8.62,12.5
Centralized biobanks: a basis for medical research; [Zentralisierte Biobanken als Grundlage für die medizinische Forschung],5.26,14.09,10.28,17.03,10.06,12.84
Comparing data science project management methodologies via a controlled experiment,4.39,13.54,8.41,11.35,7.6,12.5
Educational data mining perspectives within university big data environment,9.5,17.4,10.98,19.65,11.7,13.51
Development of Information and Communication Systems within the Building of Project-Oriented Manufacturing Organization,5.7,13.54,10.28,16.59,8.83,12.5
Cost-sensitive and ensemble-based prediction model for outsourced software project risk prediction,9.36,18.51,15.19,17.03,12.94,19.26
Improving software project outcomes through predictive analytics: Part 2,4.39,12.71,10.05,15.28,9.03,13.51
A data warehouse model for business processes data analytics,7.31,14.92,10.75,17.47,8.42,12.84
Towards model-based strategic sourcing,7.75,17.96,12.85,17.03,10.06,14.86
Visualization of a product's life cycles in the common information space on the basis of project management methods,6.58,14.92,11.21,20.96,10.68,13.18
"16th International Conference on Computational Science and Its Applications, ICCSA 2016",8.33,17.96,13.08,23.58,11.91,15.54
Service Science: The Foundations of Service Engineering and Management,9.21,19.89,12.62,19.21,10.27,15.54
Snakes or Ladders? Evaluating a LibGuides Pilot at UCD Library,6.14,13.54,9.11,16.16,8.01,9.12
Factors affecting team motivation: A survey of Finnish software engineers,5.41,15.47,12.62,14.41,10.88,16.22
Data assessment model for strategic management,7.02,14.92,10.98,15.28,8.83,24.66
Process analytics approach for R&D project selection,9.06,19.61,14.02,18.78,12.53,16.55
ICEIS 2016 - Proceedings of the 18th International Conference on Enterprise Information Systems,7.31,17.13,11.92,17.9,10.27,13.85
The gamification as a resourceful tool to improve work performance,7.16,15.19,11.21,15.72,7.8,15.2
A framework for model-driven acquisition and analytics of visual data using UAVs for automated construction progress monitoring,6.29,14.36,9.81,19.21,9.24,13.85
Decision support with big data: A case study in the hospitality industry,9.65,17.4,11.45,16.16,10.88,15.54
A Dashboard to Support Management of Business Analytics Capabilities,9.94,14.09,10.51,20.52,8.21,12.84
Towards defence strategic data planning,12.72,20.44,19.63,23.14,14.58,18.58
Influence of domain and technology upon scope creep in software projects,5.7,19.06,11.92,20.52,9.45,13.85
The Secret of my Success: An exploratory study of Business Intelligence management in the Norwegian Industry,6.87,17.4,11.45,19.21,10.68,13.85
The use of data mining for strategic management: A case study on mining association rules in student information system; [Upotreba rudarenja podataka u strateškom menadžmentu: Analiza slučaja upotrebe pravila pridruživanja rudarenja podataka u informacijskom sustavu podataka o studentima],6.58,17.13,11.21,18.78,9.03,10.81
"Improving health analytic process through project, communication and knowledge management",4.53,14.64,9.58,15.72,8.83,11.82
Predicting business opportunities and/or threats – Business intelligence in the service of corporate security (Empirical analysis of the usage in the economy of republic of Croatia); [Predikcija poslovnih prilika i/ili opasnosti – Business intelligence u funkciji korporativne sigurnosti (Empirijska analiza primjene u gospodarstvu u republici Hrvatskoj)],5.99,14.09,11.68,15.28,7.8,12.16
